5747,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.275902,-79.404800
9938,Asheboro Regional Airport,Asheboro,United States,HBI,KHBI,35.654499,-79.894699
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.436199,-82.541801
7085,Astoria Regional Airport,Astoria,United States,AST,KAST,46.158001,-123.878998
5716,Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.948601,-83.326302
7195,Atka Airport,Atka,United States,AKB,PAAK,52.220299,-174.205994
3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.457600,-74.577202
6714,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,PATQ,70.467300,-157.436005
8632,Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.048500,-70.283501
9418,Auburn Opelika Robert G. Pitts Airport,Auburn,United States,AUO,KAUO,32.615101,-85.433998
11091,Augusta Municipal Airport,Augusta,United States,3AU,K3AU,37.671600,-97.077904
3701,Augusta State Airport,Augusta,United States,AUG,KAUG,44.320599,-69.797302
11859,Aurora State Airport,Aurora,United States,UAO,KUAO,45.247101,-122.769997
3673,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.194500,-97.669899
3653,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.485100,-88.129601
11819,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.837299,-117.808998
8303,Baldwin County Airport,Milledgeville,United States,MLJ,KMLJ,33.154202,-83.240700
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.175400,-76.668297
3463,Bangor International Airport,Bangor,United States,BGR,KBGR,44.807400,-68.828102
11131,Banning Municipal Airport,Banning,United States,BNG,KBNG,33.923100,-116.850998
8524,Baraboo Wisconsin Dells Airport,Baraboo,United States,DLL,KDLL,43.522701,-89.770203
3785,Barking Sands Airport,Barking Sands,United States,BKH,PHBK,22.022800,-159.785004
4117,Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.060799,-88.773804
8281,Barnes Municipal Airport,Westfield,United States,BAF,KBAF,42.157799,-72.715599
8297,Barrow County Airport,Winder,United States,WDR,KWDR,33.982899,-83.667397
11829,Barstow Daggett Airport,Daggett,United States,DAG,KDAG,34.853699,-116.787003
3411,Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.134003,-143.582001
7621,Bartow Municipal Airport,Bartow,United States,BOW,KBOW,27.943399,-81.783401
3662,Baudette International Airport,Baudette,United States,BDE,KBDE,48.728401,-94.612198
11094,Bay City Municipal Airport,Bay City,United States,BYY,KBYY,28.973301,-95.863503
3769,Beaufort County Airport,Beaufort,United States,BFT,KARW,32.412201,-80.634399
9190,Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT,30.070700,-94.215797
3786,Beauregard Regional Airport,Deridder,United States,DRI,KDRI,30.831699,-93.339897
7115,Beaver Airport,Beaver,United States,WBQ,PAWB,66.362198,-147.406998
8790,Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.772499,-80.391403
8804,Beech Factory Airport,Wichita,United States,BEC,KBEC,37.694500,-97.214996
3777,Bellingham International Airport,Bellingham,United States,BLI,KBLI,48.792801,-122.538002
4287,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.509399,-94.933701
7648,Bermuda Dunes Airport,Palm Springs,United States,UDD,KUDD,33.748402,-116.275002
4022,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.954800,-112.497002
9428,Bessemer Airport,Bessemer,United States,EKY,KEKY,33.312901,-86.925903
3599,Bethel Airport,Bethel,United States,BET,PABE,60.779800,-161.837997
3417,Bettles Airport,Bettles,United States,BTT,PABT,66.913902,-151.529007
8658,Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.584202,-70.916496
3431,Big Mountain Airport,Big Mountain,United States,BMX,PABM,59.361198,-155.259003
7720,Big Timber Airport,Big Timber,United States,6S0,K6S0,45.806400,-109.981003
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.807701,-108.542999
3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,33.562901,-86.753502
3474,Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,31.469000,-109.603996
4089,Bishop International Airport,Flint,United States,FNT,KFNT,42.965401,-83.743599
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.772701,-100.746002
3776,Black Rock Airport,Zuni Pueblo,United States,ZUN,KZUN,35.083199,-108.792000
8195,Block Island State Airport,Block Island,United States,BID,KBID,41.168098,-71.577797
4017,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.036499,-84.605904
4136,Blythe Airport,Blythe,United States,BLH,KBLH,33.619202,-114.717003
7179,Bob Baker Memorial Airport,Kiana,United States,IAN,PAIK,66.975998,-160.436996
3644,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.200699,-118.359001
3555,Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.778799,-86.522102
3831,Boca Raton Airport,Boca Raton,United States,BCT,KBCT,26.378500,-80.107697
3461,Boone County Airport,Harrison,United States,HRO,KHRO,36.261501,-93.154701
8854,Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.039398,-105.225998
4275,Bowerman Airport,Hoquiam,United States,HQM,KHQM,46.971199,-123.936996
7848,Bowling Green Warren County Regional Airport,Bowling Green,United States,BWG,KBWG,36.964500,-86.419701
3825,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.938900,-72.683197
6957,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD,46.398300,-94.138100
8624,Branch County Memorial Airport,Coldwater,United States,OEB,KOEB,41.933399,-85.052597
9249,Brandywine Airport,West Goshen Township,United States,OQN,KOQN,39.990101,-75.581902
6445,Bremerton National Airport,Bremerton,United States,PWT,KPWT,47.490200,-122.764999
7183,Brevig Mission Airport,Brevig Mission,United States,KTS,PFKT,65.331299,-166.466003
6999,Brigham City Airport,Brigham City,United States,BMC,KBMC,41.552399,-112.061996
9800,Brookneal/Campbell County Airport,Brookneal,United States,0V4,K0V4,37.141701,-79.016403
3738,Brownsville South Padre Island International Airport,Brownsville,United States,BRO,KBRO,25.906799,-97.425903
10138,Brunswick County Airport,Oak Island,United States,SUT,KSUT,33.929298,-78.074997
5725,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.258801,-81.466499
7857,Bryce Canyon Airport,Bryce Canyon,United States,BCE,KBCE,37.706402,-112.144997
7982,Buckeye Municipal Airport,Buckeye,United States,BXK,KBXK,33.420399,-112.685997
7178,Buckland Airport,Buckland,United States,BKC,PABL,65.981598,-161.149002
3820,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.940498,-78.732201
8544,Burke Lakefront Airport,Cleveland,United States,BKL,KBKL,41.517502,-81.683296
11823,Burley Municipal Airport,Burley,United States,BYI,KBYI,42.542599,-113.772003
3711,Burlington International Airport,Burlington,United States,BTV,KBTV,44.471901,-73.153297
8528,Burlington Municipal Airport,Burlington,United States,BUU,KBUU,42.690701,-88.304604
10117,Cable Airport,Upland,United States,CCB,KCCB,34.111599,-117.688004
3709,Calexico International Airport,Calexico,United States,CXL,KCXL,32.669498,-115.513000
5728,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,37.225300,-89.570801
3413,Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,68.875099,-166.110001
3740,Cape May County Airport,Wildwood,United States,WWD,KWWD,39.008499,-74.908302
3427,Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,58.646400,-162.063004
3424,Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,61.780300,-166.039002
8631,Capital City Airport,Frankfort,United States,FFT,KFFT,38.182499,-84.904701
3478,Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.871498,-68.017899
8292,Cartersville Airport,Cartersville,United States,VPC,KVPC,34.123100,-84.848701
7980,Casa Grande Municipal Airport,Casa Grande,United States,CGZ,KCGZ,32.954899,-111.766998
3872,Casper-Natrona County International Airport,Casper,United States,CPR,KCPR,42.908001,-106.463997
3683,Castle Airport,Merced,United States,MER,KMER,37.380501,-120.568001
7025,Catalina Airport,Catalina Island,United States,AVX,KAVX,33.404900,-118.416000
9754,Causey Airport,Liberty,United States,2A5,K2A5,35.911800,-79.617599
3597,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.337502,-104.263000
3824,Cedar City Regional Airport,Cedar City,United States,CDC,KCDC,37.701000,-113.098999
4222,Centennial Airport,Denver,United States,APA,KAPA,39.570099,-104.848999
7116,Central Airport,Central,United States,CEM,PACE,65.573799,-144.783005
4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.477100,-88.915901
5740,Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,40.967499,-98.309601
4045,Central Wisconsin Airport,Wassau,United States,CWA,KCWA,44.777599,-89.666801
8293,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,PYP,KPYP,34.089977,-85.610069
7066,Chadron Municipal Airport,Chadron,United States,CDR,KCDR,42.837601,-103.095001
7105,Chalkyitsik Airport,Chalkyitsik,United States,CIK,PACI,66.644997,-143.740005
8958,Chan Gurney Municipal Airport,Yankton,United States,YKN,KYKN,42.916698,-97.385902
11825,Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.668800,-95.485100
4293,Charles B. Wheeler Downtown Airport,Kansas City,United States,MKC,KMKC,39.123199,-94.592796
6992,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,KSTS,38.508999,-122.813004
8162,Charlevoix Municipal Airport,Charelvoix,United States,CVX,KCVX,45.304798,-85.274803
7056,Charlotte County Airport,Punta Gorda,United States,PGD,KPGD,26.920200,-81.990501
3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.214001,-80.943100
4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.138599,-78.452904
8545,Chautauqua County-Dunkirk Airport,Dunkirk,United States,DKK,KDKK,42.493301,-79.272003
7059,Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,KJHW,42.153400,-79.258003
6960,Chefornak Airport,Chefornak,United States,CYF,PACK,60.149200,-164.285995
9408,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.676998,-122.983002
7233,Chenega Bay Airport,Chenega,United States,NCN,PFCB,60.077301,-147.992004
4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.741402,-85.582199
8772,Chester County G O Carlson Airport,Coatesville,United States,CTH,KMQS,39.979000,-75.865501
5968,Chevak Airport,Chevak,United States,VAK,PAVA,61.540900,-165.600500
8593,Chicago Meigs Airport,Chicago,United States,CGX,KCGX,41.858799,-87.607903
3747,Chicago Midway International Airport,Chicago,United States,MDW,KMDW,41.785999,-87.752403
3830,Chicago OHare International Airport,Chicago,United States,ORD,KORD,41.978600,-87.904800
4028,Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,42.195400,-89.097198
3710,Chico Municipal Airport,Chico,United States,CIC,KCIC,39.795399,-121.858002
3537,Childress Municipal Airport,Childress,United States,CDS,KCDS,34.433800,-100.288002
10162,Chino Airport,Chino,United States,CNO,KCNO,33.974701,-117.637001
5729,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.250801,-84.472397
5735,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.865799,-91.484299
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.048801,-84.667801
7236,Circle City /New/ Airport,Circle,United States,IRC,PACR,65.830498,-144.076008
3819,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,KCOS,38.805801,-104.700996
9448,Clarke County Airport,Quitman,United States,23M,K23M,32.084900,-88.738899
8763,Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.621899,-87.415001
3418,Clear Airport,Clear Mews,United States,Z84,PACL,64.301201,-149.119995
3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.411701,-81.849800
8655,Clinton Municipal Airport,Clinton,United States,CWI,KCWI,41.831100,-90.329102
4223,Clovis Municipal Airport,Clovis,United States,CVN,KCVN,34.425098,-103.079002
3730,Coastal Carolina Regional Airport,New Bern,United States,EWN,KEWN,35.073002,-77.042900
11096,Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,37.094002,-95.571899
3854,Cold Bay Airport,Cold Bay,United States,CDB,PACD,55.206100,-162.725006
3737,Coleman A. Young Municipal Airport,Detroit,United States,DET,KDET,42.409199,-83.009903
7935,Collin County Regional At Mc Kinney Airport,DALLAS,United States,TKI,KTKI,33.177898,-96.590500
9546,Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.175598,-103.222000
9429,Colorado Springs East Airport,Ellicott,United States,A50,KA50,38.874401,-104.410004
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.938801,-81.119499
3719,Columbia Regional Airport,Columbia,United States,COU,KCOU,38.818100,-92.219597
4255,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.516300,-84.938904
11816,Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.261902,-85.896301
4268,Concord Municipal Airport,Concord NH,United States,CON,KCON,43.202702,-71.502296
9847,Conway Horry County Airport,Conway,United States,HYW,KHYW,33.828499,-79.122200
8870,Coolidge Municipal Airport,Cooldige,United States,P08,KP08,32.935902,-111.427002
3744,Corpus Christi International Airport,Corpus Christi,United States,CRP,KCRP,27.770399,-97.501198
4338,Cortez Municipal Airport,Cortez,United States,CEZ,KCEZ,37.303001,-108.627998
9488,Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.497200,-123.290001
8871,Cottonwood Airport,Cottonwood,United States,P52,KP52,34.730000,-112.035004
3844,Cotulla-La Salle County Airport,Cotulla,United States,COT,KCOT,28.456699,-99.220299
11076,Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,41.259201,-95.760597
9533,Cowra Airport,Chatsworth,United States,CWT,YCWR,-33.844700,148.649002
8117,Crisp County Cordele Airport,Cordele,United States,CKF,KCKF,31.988800,-83.773903
8801,Cross City Airport,Cross City,United States,CTY,KCTY,29.635500,-83.104797
9447,Crystal Airport,Crystal,United States,MIC,KMIC,45.062000,-93.353897
9182,Crystal River Airport,Crystal River,United States,CGC,KCGC,28.867300,-82.571297
3470,Cut Bank International Airport,Cutbank,United States,CTB,KCTB,48.608398,-112.375999
4253,Cuyahoga County Airport,Richmond Heights,United States,CGF,KCGF,41.565102,-81.486397
3721,Dade Collier Training and Transition Airport,Miami,United States,TNT,KTNT,25.861799,-80.897003
3482,Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.022598,-102.546997
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002
8299,Dalton Municipal Airport,Dalton,United States,DNN,KDNN,34.722900,-84.870201
8286,Danbury Municipal Airport,Danbury,United States,DXR,KDXR,41.371498,-73.482201
9799,Danville Regional Airport,Danville,United States,DAN,KDAN,36.572899,-79.336098
9417,Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.918999,-75.695503
4065,David Wayne Hooks Memorial Airport,Houston,United States,DWH,KDWH,30.061800,-95.552803
7070,Dawson Community Airport,Glendive,United States,GDV,KGDV,47.138699,-104.806999
7776,Dayton-Wright Brothers Airport,Dayton,United States,MGY,KMGY,39.589001,-84.224899
3950,Daytona Beach International Airport,Daytona Beach,United States,DAB,KDAB,29.179899,-81.058098
3620,Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.194702,-148.464996
4042,Decatur Airport,Decatur,United States,DEC,KDEC,39.834599,-88.865700
6755,Deering Airport,Deering,United States,DRG,PADE,66.069603,-162.766006
7654,DeKalb Peachtree Airport,Atlanta,United States,PDK,KPDK,33.875599,-84.302002
3792,Del Rio International Airport,Del Rio,United States,DRT,KDRT,29.374201,-100.927002
6800,Delta County Airport,Escanaba,United States,ESC,KESC,45.722698,-87.093697
7581,Delta Municipal Airport,Delta,United States,DTA,KDTA,39.380600,-112.508003
11830,Deming Municipal Airport,Deming,United States,DMN,KDMN,32.262299,-107.721001
3751,Denver International Airport,Denver,United States,DEN,KDEN,39.861698,-104.672997
3729,Des Moines International Airport,Des Moines,United States,DSM,KDSM,41.534000,-93.663101
9409,Desert Aire Airport,Mattawa,United States,M94,KM94,46.687401,-119.920998
3873,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,KVPS,30.483200,-86.525398
3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.212399,-83.353401
7063,Devils Lake Regional Airport,Devils Lake,United States,DVL,KDVL,48.114201,-98.908798
7064,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,KDIK,46.797401,-102.802002
8888,Dillant Hopkins Airport,Keene,United States,EEN,KEEN,42.898399,-72.270798
3460,Dillingham Airport,Dillingham,United States,DLG,PADL,59.044701,-158.505005
9120,Dinwiddie County Airport,Petersburg,United States,PTB,KPTB,37.183800,-77.507401
5733,Dodge City Regional Airport,Dodge City,United States,DDC,KDDC,37.763401,-99.965599
10131,Donaldson Center Airport,Greenville,United States,GYH,KGYH,34.758301,-82.376404
3739,Dothan Regional Airport,Dothan,United States,DHN,KDHN,31.321301,-85.449600
7588,Douglas Municipal Airport,Douglas,United States,DGL,KDGL,31.342600,-109.505997
9763,Doylestown Airport,Doylestown,United States,DYL,KDYL,40.333000,-75.122299
4230,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,KTPL,31.152500,-97.407799
8644,Drummond Island Airport,Drummond Island,United States,DRM,KDRM,46.009300,-83.743896
5734,DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,41.178299,-78.898697
4388,Dubuque Regional Airport,Dubuque IA,United States,DBQ,KDBQ,42.402000,-90.709503
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,46.842098,-92.193604
3699,Dupage Airport,West Chicago,United States,DPA,KDPA,41.907799,-88.248596
3713,Durango La Plata County Airport,Durango,United States,DRO,KDRO,37.151501,-107.753998
11851,Dutchess County Airport,Poughkeepsie,United States,POU,KPOU,41.626598,-73.884201
7106,Eagle Airport,Eagle,United States,EAA,PAEG,64.776398,-141.151001
4250,Eagle County Regional Airport,Vail,United States,EGE,KEGE,39.642601,-106.917999
7019,Eagle River Union Airport,Eagle River,United States,EGV,KEGV,45.932301,-89.268303
3465,East Texas Regional Airport,Longview,United States,GGG,KGGG,32.383999,-94.711502
8343,East Troy Municipal Airport,East Troy,United States,57C,K57C,42.797199,-88.372597
6883,Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,KPDT,45.695099,-118.841003
11818,Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.373100,-118.363998
9186,Eastern Slopes Regional Airport,Fryeburg,United States,IZG,KIZG,43.991100,-70.947899
8666,Eastport Municipal Airport,Eastport,United States,EPM,KEPM,44.910099,-67.012703
3606,Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,44.203499,-72.562302
3764,Edward G. Pitka Sr Airport,Galena,United States,GAL,PAGA,64.736198,-156.936997
7093,Eek Airport,Eek,United States,EEK,PAEE,60.213673,-162.043884
7154,Egegik Airport,Egegik,United States,EGX,PAII,58.185501,-157.375000
3758,El Centro Naf Airport,El Centro,United States,NJK,KNJK,32.829201,-115.671997
10105,El Dorado Springs Memorial Airport,El dorado springs,United States,87K,K87K,37.856701,-93.999100
10017,El Monte Airport,El Monte,United States,EMT,KEMT,34.086102,-118.035004
3559,El Paso International Airport,El Paso,United States,ELP,KELP,31.807199,-106.377998
7184,Elim Airport,Elim,United States,ELI,PFEL,64.614700,-162.272003
11080,Elkhart Morton County Airport,Elkhart,United States,EHA,KEHA,37.000702,-101.879997
10122,Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM,41.719398,-86.003197
5736,Elko Regional Airport,Elko,United States,EKO,KEKO,40.824902,-115.792000
3572,Ellington Airport,Houston,United States,EFD,KEFD,29.607300,-95.158798
3946,Elmira Corning Regional Airport,Elmira,United States,ELM,KELM,42.159901,-76.891602
7016,Ely Municipal Airport,Ely,United States,LYU,KELO,47.824501,-91.830704
3657,Emanuel County Airport,Santa Barbara,United States,SBO,KSBO,32.609100,-82.369904
7087,Emmonak Airport,Emmonak,United States,EMK,PAEM,62.786098,-164.490997
9943,Emporia Greensville Regional Airport,Emporia,United States,EMV,KEMV,36.686901,-77.482803
11012,Enterprise Municipal Airport,Enterprise,United States,EDN,KEDN,31.299700,-85.899902
3634,Esler Regional Airport,Alexandria,United States,ESF,KESF,31.394899,-92.295799
7990,Essex County Airport,Caldwell,United States,CDW,KCDW,40.875198,-74.281403
4018,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.036999,-87.532402
3832,Fairbanks International Airport,Fairbanks,United States,FAI,PAFA,64.815102,-147.856003
3535,Falls International Airport,International Falls,United States,INL,KINL,48.566200,-93.403099
7202,False Pass Airport,False Pass,United States,KFP,PAKF,54.847401,-163.410004
7778,Findlay Airport,Findley,United States,FDY,KFDY,41.013500,-83.668701
7523,First Flight Airport,Kill Devil Hills,United States,FFA,KFFA,36.018200,-75.671303
8290,Fitchburg Municipal Airport,Fitchburg,United States,FIT,KFIT,42.554100,-71.759003
8063,Fitzgerald Municipal Airport,Fitzgerald,United States,FZG,KFZG,31.683701,-83.270500
8182,Flagler County Airport,Flagler,United States,XFL,KXFL,29.467400,-81.206299
4261,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.138500,-111.670998
3879,Florence Regional Airport,Florence,United States,FLO,KFLO,34.185398,-79.723900
9178,Floyd Bennett Memorial Airport,Queensbury,United States,GFL,KGFL,43.341202,-73.610298
9226,Flying Cloud Airport,Eden Prairie,United States,FCM,KFCM,44.827202,-93.457100
8742,Fond du Lac County Airport,Fond du Lac,United States,FLD,KFLD,43.771198,-88.488403
8319,Foothills Regional Airport,Morganton,United States,MRN,KMRN,35.820202,-81.611397
6837,Ford Airport,Iron Mountain,United States,IMT,KIMT,45.818401,-88.114502
9406,Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.391899,-110.406998
4257,Fort Collins Loveland Municipal Airport,Fort Collins,United States,FNL,KFNL,40.451801,-105.011002
3841,Fort Dodge Regional Airport,Fort Dodge,United States,FOD,KFOD,42.551498,-94.192596
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702
3437,Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,35.336601,-94.367401
4224,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,KFST,30.915701,-102.916000
4041,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.978500,-85.195099
8342,Fort Worth Alliance Airport,Fort Worth,United States,AFW,KAFW,32.987598,-97.318802
3723,Fort Worth Meacham International Airport,Fort Worth,United States,FTW,KFTW,32.819801,-97.362396
3420,Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,66.571503,-145.250000
9185,Fostoria Metropolitan Airport,Fostoria,United States,FZI,KFZI,41.190800,-83.394501
3743,Four Corners Regional Airport,Farmington,United States,FMN,KFMN,36.741199,-108.230003
3590,Francis S Gabreski Airport,West Hampton Beach,United States,FOK,KFOK,40.843700,-72.631798
11101,Fremont Municipal Airport,Fremont,United States,FET,KFET,41.449100,-96.520203
7769,French Valley Airport,Murrieta-Temecula,United States,RBK,KF70,33.574200,-117.127998
3687,Fresno Yosemite International Airport,Fresno,United States,FAT,KFAT,36.776199,-119.718002
7082,Friday Harbor Airport,Friday Harbor,United States,FRD,KFHR,48.521999,-123.024002
6494,Friedman Memorial Airport,Hailey,United States,SUN,KSUN,43.504398,-114.295998
11081,Front Range Airport,Denver,United States,FTG,KFTG,39.785301,-104.542999
